Datetime,Open,High,Low,Close,Volume,OI,Date,Time
2019-09-24 00:00:00+05:30,673.0,674.8,661.75,665.55,1263674,0,2019-09-24,00:00:00
2019-09-25 00:00:00+05:30,663.0,679.0,661.0,668.75,1509527,0,2019-09-25,00:00:00
2019-09-26 00:00:00+05:30,672.95,684.7,664.0,678.0,1855352,0,2019-09-26,00:00:00
2019-09-27 00:00:00+05:30,677.95,686.3,672.8,682.4,1099157,0,2019-09-27,00:00:00
2019-09-30 00:00:00+05:30,685.8,686.0,671.25,679.55,795232,0,2019-09-30,00:00:00
2019-10-01 00:00:00+05:30,680.0,696.6,670.55,674.65,1523100,0,2019-10-01,00:00:00
2019-10-03 00:00:00+05:30,669.95,682.0,664.75,674.4,800102,0,2019-10-03,00:00:00
2019-10-04 00:00:00+05:30,674.9,680.0,652.95,656.05,703425,0,2019-10-04,00:00:00
2019-10-07 00:00:00+05:30,656.05,667.75,649.2,664.3,581861,0,2019-10-07,00:00:00
2019-10-09 00:00:00+05:30,663.0,685.0,657.8,681.6,823317,0,2019-10-09,00:00:00
2019-10-10 00:00:00+05:30,680.8,695.05,671.9,673.85,1835731,0,2019-10-10,00:00:00
2019-10-11 00:00:00+05:30,675.5,683.5,672.05,679.1,540939,0,2019-10-11,00:00:00
2019-10-14 00:00:00+05:30,679.1,686.75,672.0,673.6,424901,0,2019-10-14,00:00:00
2019-10-15 00:00:00+05:30,675.0,681.35,669.0,676.0,930809,0,2019-10-15,00:00:00
2019-10-16 00:00:00+05:30,678.0,679.3,660.8,671.7,1015112,0,2019-10-16,00:00:00
2019-10-17 00:00:00+05:30,672.0,678.7,670.15,676.5,460645,0,2019-10-17,00:00:00
2019-10-18 00:00:00+05:30,677.7,697.0,676.8,691.7,2069844,0,2019-10-18,00:00:00
2019-10-22 00:00:00+05:30,695.0,713.0,690.0,693.45,2026682,0,2019-10-22,00:00:00
2019-10-23 00:00:00+05:30,693.15,709.4,688.35,707.7,1289839,0,2019-10-23,00:00:00
2019-10-24 00:00:00+05:30,713.4,721.25,695.25,707.85,2334184,0,2019-10-24,00:00:00
2019-10-25 00:00:00+05:30,711.4,712.6,693.3,699.3,969161,0,2019-10-25,00:00:00
2019-10-27 00:00:00+05:30,707.9,707.9,702.15,703.9,145147,0,2019-10-27,00:00:00
2019-10-29 00:00:00+05:30,704.0,725.4,702.9,719.75,1350096,0,2019-10-29,00:00:00
2019-10-30 00:00:00+05:30,720.0,722.0,705.8,712.95,665826,0,2019-10-30,00:00:00
2019-10-31 00:00:00+05:30,715.85,719.6,705.0,708.5,1039303,0,2019-10-31,00:00:00
2019-11-01 00:00:00+05:30,709.0,709.65,694.0,695.7,683006,0,2019-11-01,00:00:00
2019-11-04 00:00:00+05:30,696.0,701.05,686.0,687.25,824519,0,2019-11-04,00:00:00
2019-11-05 00:00:00+05:30,689.45,689.45,674.65,679.5,808275,0,2019-11-05,00:00:00
2019-11-06 00:00:00+05:30,678.0,689.65,670.1,673.1,1918668,0,2019-11-06,00:00:00
2019-11-07 00:00:00+05:30,674.5,681.5,657.15,666.65,2729712,0,2019-11-07,00:00:00
2019-11-08 00:00:00+05:30,665.9,701.45,665.5,693.65,2998481,0,2019-11-08,00:00:00
2019-11-11 00:00:00+05:30,695.0,704.15,685.0,687.3,1485485,0,2019-11-11,00:00:00
2019-11-13 00:00:00+05:30,688.0,707.0,686.9,702.0,1885292,0,2019-11-13,00:00:00
2019-11-14 00:00:00+05:30,704.75,715.0,701.1,713.6,1722703,0,2019-11-14,00:00:00
2019-11-15 00:00:00+05:30,716.0,718.85,710.95,713.55,976238,0,2019-11-15,00:00:00
2019-11-18 00:00:00+05:30,713.0,719.4,708.25,714.45,817503,0,2019-11-18,00:00:00
